('阜阳市卫生健康委员会', '信息泄露漏洞', '中危')
('四川省妇联', '命令执行漏洞', '高危')
('山东省烟台经济技术开发区管理委员会', '信息泄露漏洞', '中危')
('黄石市人民政府外事侨务办公室', 'SQL注入漏洞', '中危')
('陕西省直属机关工作委员会', '弱口令漏洞', '低危')
('四川省妇联', '命令执行漏洞', '高危')
('湖南省娄底市教育局', 'SQL注入漏洞', '高危')
('河北省交通运输厅公路管理局', 'SQL注入漏洞', '中危')
('黑龙江省伊春市乌伊岭关工委', '代码执行漏洞', '高危')
('黑龙江省牡丹江市绥芬河镇政府', 'SQL注入漏洞', '中危')
('遂宁市人民政府', 'SQL注入漏洞', '中危')
('洛阳市工商行政管理局', '命令执行漏洞', '高危')
('北京格上理财顾问有限公司网站', 'SQL注入漏洞', '中危')
('安徽省人社厅、安徽省人才服务中心网站', 'SQL注入漏洞', '中危')
('四川省工商行政管理局', '命令执行漏洞', '高危')
('青海省人力资源和社会保障厅', '命令执行漏洞', '高危')
('四川省工商行政管理局', '命令执行漏洞', '高危')
('四川省扶贫和移民工作局', '代码执行漏洞', '高危')
('番禺人才网', '逻辑漏洞', '中危')
('山西兰花科技创业股份有限公司', 'SQL注入漏洞', '中危')
('海马集团', '命令执行漏洞', '高危')
('黑龙江测绘地理信息局', '弱口令漏洞', '高危')
('武汉大学测绘就业信息网', '解析漏洞漏洞', '高危')
('中山市财政局', '弱口令漏洞', '高危')
('北京干部教育网', '代码执行漏洞', '高危')
('山西省忻州市政府', 'SQL注入漏洞', '中危')
('六安市市级重点监控企业自行监测信息发布平台', 'SQL注入漏洞', '中危')
('南京脑科医院（南京医科大学附属脑科医院）', 'SQL注入漏洞', '中危')
('河源职业技术学院', 'SQL注入漏洞', '中危')
('北京协和医学院', 'SQL注入漏洞', '中危')
('伊春市九天生物科技有限公司', 'SQL注入漏洞', '中危')
('七台河市中小企业服务窗口', '弱口令漏洞', '低危')
('泰州市海陵区人民政府', 'SQL注入漏洞', '中危')
('湖南省永州市双牌县人民政府', 'SQL注入漏洞', '中危')
('黑龙江省工业和信息化委员会中小企业局', '弱口令漏洞', '中危')
('新疆维吾尔自治区发展和改革委员会', 'SQL注入漏洞', '中危')
('吉林省延边州政府', 'SQL注入漏洞', '中危')
('广东省肇庆市鼎湖区人民政府', 'SQL注入漏洞', '低危')
('新疆墨玉县人民政府', 'SQL注入漏洞', '高危')
('山东省淄博市沂源县人民政府', 'SQL注入漏洞', '中危')
('常州市不动产交易中心', 'SQL注入漏洞', '中危')
('恒基兆业地产', '文件上传漏洞', '高危')
('浙江省质量技术监督局', 'SQL注入漏洞', '中危')
('岳西县人力资源和社会保障局', '弱口令漏洞', '低危')
('四川省宜宾市人民政府', 'SQL注入漏洞', '高危')
('山东省标准化研究院', '代码执行漏洞', '高危')
('山西旅游职业学院', '弱口令漏洞', '低危')
('常州市公安局', 'SQL注入漏洞', '高危')
('域高科技（杭州）有限公司', '入侵事件漏洞', '高危')
('呼和浩特工商行政管理局', '命令执行漏洞', '高危')
('杭州市西湖区人民政府', '命令执行漏洞', '高危')
('广州住房公积金管理中心', '命令执行漏洞', '高危')
('中山市育英学校', 'SQL注入漏洞', '中危')
('南昌大学抚州医学院', 'SQL注入漏洞', '中危')
('中国人民对外友好协会', 'SQL注入漏洞', '高危')
('临沧市政风行风热线', '权限绕过漏洞', '高危')
('华中科技大学同济医学院', '文件上传漏洞', '中危')
('广德县人民政府', '弱口令漏洞', '高危')
('黄冈市房地产管理局政务网', '弱口令漏洞', '低危')
('东港中小企业局', 'SQL注入漏洞', '中危')
('广西壮族自治区安全生产监督管理局', '代码执行漏洞', '中危')
('杨凌示范区食品药品监督管理局', '任意文件操作漏洞', '中危')
('上海统计局', 'SQL注入漏洞', '中危')
('苏州市统计局', 'SQL注入漏洞', '高危')
('凤城市经济和信息化局', 'SQL注入漏洞', '中危')
('泰州市苏中园艺有限公司', '信息泄露漏洞', '中危')
('三亚市公安局', '信息泄露漏洞', '中危')
('湖南省商务厅', 'SQL注入漏洞', '中危')
('休宁先锋网', '逻辑漏洞', '中危')
('镇平县计生委', '信息泄露漏洞', '中危')
('长沙市旅游局网络智能办公系统上传漏洞', '文件上传漏洞', '中危')
('中国伊春农产品(森林食品)网上大市场', 'SQL注入漏洞', '中危')
('山东省中小企业招标采购平台', 'SQL注入漏洞', '中危')
('厦门安全生产监督管理系统', 'SQL注入漏洞', '中危')
('黑龙江翠花集团有限公司', 'SQL注入漏洞', '中危')
('岱山县消费维权网', 'SQL注入漏洞', '中危')
('宿迁市委组织部党员E家', 'SQL注入漏洞', '中危')
('牟平区机构编制网网站', 'SQL注入漏洞', '中危')
('武汉市新洲区人力资源和社会保障局', '任意文件操作漏洞', '高危')
('洛阳市洛宁县党建网', 'SQL注入漏洞', '中危')
('河北省农产品市场信息监测预警系统', 'SQL注入漏洞', '高危')
('江苏省宿迁质量技术监督局', '文件上传漏洞', '中危')
('长宁区网上政务大厅', 'SQL注入漏洞', '中危')
('罗定市人民政府', 'SQL注入漏洞', '中危')
('湖南省衡阳市衡阳县', 'SQL注入漏洞', '中危')
('浙江省温州市瓯海区政府', 'SQL注入漏洞', '中危')
('南昌教育信息网', 'SQL注入漏洞', '高危')
('苏州市相城区人民政府', 'SQL注入漏洞', '中危')
('苏州市卫生和计划生育委员会', 'SQL注入漏洞', '中危')
('浙江温州苍南县人民政府', 'SQL注入漏洞', '中危')
('四川省成都市郫都区人民政府', 'SQL注入漏洞', '中危')
('民商信息', '命令执行漏洞', '高危')
('河源市源城区人民政府', '任意文件操作漏洞', '中危')
('广东省河源市源城区人民政府', 'SQL注入漏洞', '中危')
('合众财险保险股份有限公司', 'SQL注入漏洞', '低危')
('烟台麦特网络科技有限公司', '代码执行漏洞', '高危')
('池州公安局', '弱口令漏洞', '高危')
('北京吴裕泰茶业股份有限公司', 'SQL注入漏洞', '中危')
('凤城市经济和信息化局', 'SQL注入漏洞', '中危')
('湖南省建设工程造价信息网', 'SQL注入漏洞', '中危')
('复地(集团)股份有限公司', '文件上传漏洞', '中危')
('芜湖市直机关党建网', '弱口令漏洞', '中危')
('中共商洛市委组织部“12380”举报网站', 'SQL注入漏洞', '中危')
('四川省扶贫和移民工作局', '代码执行漏洞', '高危')
('四川省扶贫和移民工作局', '代码执行漏洞', '高危')
('沾化区政府门户网站', 'SQL注入漏洞', '中危')
('中共商洛市委组织部“12380”举报网站', 'SQL注入漏洞', '中危')
('贺州旅游网', 'SQL注入漏洞', '低危')
('上海教育考试院', '命令执行漏洞', '中危')
('铜陵市交通运输局', 'SQL注入漏洞', '中危')
('shopxx', '命令执行漏洞', '高危')
('中国中小企业丹东网', 'SQL注入漏洞', '低危')
('邢台市国土资源局', '信息泄露漏洞', '低危')
('东营市城市管理局', 'SQL注入漏洞', '高危')
('宽甸满族自治县综合办公信息系统', 'SQL注入漏洞', '中危')
('江西智慧农业', '任意文件操作漏洞', '高危')
('安阳市政府重点项目管理系统', 'SQL注入漏洞', '中危')
('北京市顺义区政务服务管理办公室', 'SQL注入漏洞', '低危')
('山东济宁市政务服务网', 'SQL注入漏洞', '中危')
('揭阳市榕城区政府办事信息公开网', 'SQL注入漏洞', '中危')
('定海区消费维权网', 'SQL注入漏洞', '中危')
('中央国家机关某系统', '命令执行漏洞', '高危')
('南充市投资促进合作局招商信息网', 'SQL注入漏洞', '高危')
('四川省汶川卧龙特别行政区', 'SQL注入漏洞', '低危')
('象州县纪检监察网', 'SQL注入漏洞', '低危')
('四川省质量对标信息公众展示平台', 'SQL注入漏洞', '中危')
('仲恺智造', 'SQL注入漏洞', '中危')
('浙江省劳动保障监察公共服务平台', 'SQL注入漏洞', '高危')
('镇江市企业网络服务平台', 'SQL注入漏洞', '高危')
('宿迁科技统计基础平台', 'SQL注入漏洞', '中危')
('杭州市余杭区远教博客', 'SQL注入漏洞', '中危')
('南昌教育信息网', 'SQL注入漏洞', '高危')
('山西省建筑市场监管平台', 'SQL注入漏洞', '中危')
('朝阳市双塔区发展改革委员会', 'SQL注入漏洞', '高危')
('滕州住宅与房地产信息网', 'SQL注入漏洞', '中危')
('伊春市人民政府', 'SQL注入漏洞', '中危')
('江苏中烟工业有限责任公司', '弱口令漏洞', '中危')
('滨州市沾化区', 'SQL注入漏洞', '中危')
('南充市投资促进合作局招商信息网', 'SQL注入漏洞', '中危')
('和田县政府', 'SQL注入漏洞', '中危')
('江西省南昌市政府', 'SQL注入漏洞', '中危')
('四川省就业管理局', '命令执行漏洞', '中危')
('保定市满城区人民政府', 'SQL注入漏洞', '中危')
('北京市顺义区市场管理经营中心', 'SQL注入漏洞', '中危')
('泉州市人民政府', 'SQL注入漏洞', '中危')
('大庆市城市管理委员会物业管理办公室', 'SQL注入漏洞', '中危')
('鄂托克前旗人民政府', 'SQL注入漏洞', '高危')
('山东省国土测绘院', 'SQL注入漏洞', '高危')
('国家机关事务管理局', '命令执行漏洞', '高危')
('四川省绵阳市农村能源办公室', 'SQL注入漏洞', '中危')
('山东省滨州市沾化区政府', 'SQL注入漏洞', '中危')
('南方科技大学', '入侵事件漏洞', '高危')
('北京市统计局', '代码执行漏洞', '高危')
('富锦市人民政府', 'SQL注入漏洞', '中危')
('中共繁昌县纪律检查委员会', 'SQL注入漏洞', '中危')
('中国人民政治协商会议沈阳市浑南区委员会', 'SQL注入漏洞', '中危')
('广东交通职业技术学院', '文件上传漏洞', '高危')
('山东省青岛市工商行政管理局', '弱口令漏洞', '低危')
('南通市统计局', 'SQL注入漏洞', '中危')
('东莞卫生监督', 'SQL注入漏洞', '低危')
('扬州市邗江区卫生和计划生育委员会', 'SQL注入漏洞', '中危')
('中国人民政治协商会议青岛市李沧区委员会', 'SQL注入漏洞', '低危')
('云南林业职业技术学院', '文件上传漏洞', '高危')
('淮安市政府', '命令执行漏洞', '高危')
('广东科学技术职业学院', '文件上传漏洞', '高危')
('中国德力西控股集团', '弱口令漏洞', '中危')
('深圳市左右家私有限公司', 'SQL注入漏洞', '中危')
('广东省外语艺术职业学院', '文件上传漏洞', '高危')
('广东轻工业职业技术学院', '文件上传漏洞', '高危')
('广东机电职业技术学院', '文件上传漏洞', '高危')
('云南林业职业技术学院', '文件上传漏洞', '高危')
('黑龙江政法政法干部管理学院', 'SQL注入漏洞', '中危')
('广东建设职业技术学院', '文件上传漏洞', '高危')
('广州涉外经济职业技术学院', '文件上传漏洞', '高危')
('湖南省第六工程有限公司西南公司', 'SQL注入漏洞', '高危')
('伊春市人民政府', 'SQL注入漏洞', '中危')
('上海市气象局', 'SQL注入漏洞', '中危')
('大同市人民政府', 'SQL注入漏洞', '中危')
('上海市教育考试院', '任意文件操作漏洞', '高危')
('四川省公安厅交通管理局', '弱口令漏洞', '中危')
('广东省潮州市政府', '弱口令漏洞', '中危')
('连城县畜牧兽医水产局', 'SQL注入漏洞', '中危')
('中国微课网', '信息泄露漏洞', '低危')
('四川农村信息网', 'SQL注入漏洞', '中危')
('安徽省计划生育药具管理站', 'SQL注入漏洞', '中危')
('张浦镇便民服务中心', 'SQL注入漏洞', '中危')
('泉州市农村科技信息网', 'SQL注入漏洞', '中危')
('泉州市便民服务网上办事大厅', 'SQL注入漏洞', '中危')
('智慧西陵网', 'SQL注入漏洞', '低危')
('惠州市公众出行信息服务系统', 'SQL注入漏洞', '中危')
('河北建筑工程学院', '任意文件操作漏洞', '中危')
('慈溪市劳动和社会保障局', '代码执行漏洞', '中危')
('平乡党建网', 'SQL注入漏洞', '中危')
('安徽师范大学', 'SQL注入漏洞', '高危')
('秦皇岛市公共资源交易网', '命令执行漏洞', '中危')
('白银区政府', '命令执行漏洞', '中危')
('石河子招商网', 'SQL注入漏洞', '中危')
('泉州银行', '命令执行漏洞', '高危')
('重庆市中小企业公共服务平台', '信息泄露漏洞', '中危')
('泉州市农村科技信息网', 'SQL注入漏洞', '中危')
('北京市顺义区市场经营管理中心', 'SQL注入漏洞', '中危')
('石景山区网上办事统一平台', 'SQL注入漏洞', '中危')
('牡丹江网上审批系统', '任意文件操作漏洞', '中危')
('北京市公安局顺义分局', 'SQL注入漏洞', '中危')
('泉州市便民服务网上办事大厅', 'SQL注入漏洞', '中危')
('安徽省涉企收费信息公开网', 'SQL注入漏洞', '中危')
('泉州市审批服务网上中介超市', 'SQL注入漏洞', '中危')
('曲靖市“一照通服务平台”', 'SQL注入漏洞', '中危')
('成都市第三人民医院', 'SQL注入漏洞', '中危')
('莱西市', 'SQL注入漏洞', '中危')
('泰州市高港区人民检察院', 'SQL注入漏洞', '中危')
('内蒙古赤峰市', 'SQL注入漏洞', '低危')
('武汉蔡甸区政务服务大厅', 'SQL注入漏洞', '中危')
('白象食品', '命令执行漏洞', '高危')
('吕梁市临县人大网', '文件上传漏洞', '高危')
('常州机电职业技术学院', '文件上传漏洞', '高危')
('江苏省淮阴商业学校', '文件上传漏洞', '高危')
('内蒙古自治区人力资源和社会保障厅', '逻辑漏洞', '高危')
('泸州市人力资源和社会保障局', 'SQL注入漏洞', '高危')
('无锡商业职业技术学院', '文件上传漏洞', '高危')
('合肥职业技术学院', '文件上传漏洞', '高危')
